Bug ID,Type,Summary,Product,Component,Assignee,Status,Resolution,QA Contact,Reporter,Triage Owner,Version,platform-rel,Opened,Severity,Updated,Closed,Number of Comments,Keywords,Root Cause,Regressions,Has Regression Range,Bug Interest,Crash Signature,category
1418993,defect,firefox account lock email return,Cloud Services,Server: Firefox Accounts,nobody,RESOLVED,FIXED,,pseudoaddress,,57 Branch, ---,20-11-2017 05:50,normal,22-11-2017 12:21,22-11-2017 20:21,6,, ---,, ---,,,['CONCURRENCY']
1416693,enhancement,move test case rewritten synchron test,Core,DOM: Animation,hikezoe.birchill,RESOLVED,FIXED,,hikezoe.birchill,Brian Birtles (:birtles),Trunk, ---,13-11-2017 01:34,normal,18-12-2017 19:30,08-12-2017 10:16,18,, ---,, ---,,,"['CLEAN', 'PERFORMANCE', 'CONCURRENCY']"
1419563,defect,everytim refresh reinstal firefox freez lock comput thi window pro edit firefox newest version,Firefox,Untriaged,nobody,RESOLVED,INCOMPLETE,,brian.phanna55,"Emma Humphries, Bugmaster ☕️🎸🧞‍♀️✨ (she/they) [:emceeaich] (UTC-8) needinfo? me",53 Branch, ---,21-11-2017 13:39,normal,21-11-2017 20:56,22-11-2017 04:56,2,, ---,, ---,,,"['CRASH', 'CONCURRENCY', 'USABILITY']"
1408276,defect,race notifyoutputdata,Core,Audio/Video: MediaStreamGraph,karlt,RESOLVED,FIXED,,karlt,Paul Adenot (:padenot),Trunk, ---,12-10-2017 21:24,normal,28-08-2018 22:52,28-11-2017 11:00,32,"crash, csectype-wildptr, sec-high", ---,, ---,,,"['CONCURRENCY', 'CRASH']"
1409858,defect,proxi author caus network lock,Core,Networking,mcmanus,RESOLVED,FIXED,,yegors,Nhi Nguyen (:nhi),56 Branch, ---,18-10-2017 12:54,normal,07-11-2017 02:35,26-10-2017 22:04,39,, ---,, ---,,,"['NETWORKING', 'CONCURRENCY']"
1406830,enhancement,race set asynccubebtask,Core,Audio/Video: MediaStreamGraph,karlt,RESOLVED,FIXED,,karlt,Paul Adenot (:padenot),56 Branch, ---,08-10-2017 21:27,normal,11-10-2017 03:26,11-10-2017 10:26,14,, ---,, ---,,,['CONCURRENCY']
1413099,enhancement,modul synchron ui posit element content autocomplet valid select etc,Firefox,General,nobody,NEW, ---,,MattN+bmo,Justin Dolske [:Dolske],Trunk, ---,30-10-2017 23:59,normal,15-05-2020 11:48,,4,, ---,, ---,,,"['CONCURRENCY', 'CLEAN', 'USABILITY']"
1410846,defect,video decod caus lock gpu load amd graphic card,Core,Audio/Video: Playback,nobody,UNCONFIRMED, ---,,squiddingme,Bryce Seager van Dyk (:bryce),57 Branch, ---,23-10-2017 04:06,normal,16-04-2018 19:20,,19,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1406438,enhancement,gcruntim call gc lock,Core,JavaScript: GC,jcoppeard,RESOLVED,FIXED,,jcoppeard,Jon Coppeard (:jonco),55 Branch, ---,06-10-2017 09:29,normal,17-10-2017 05:57,10-10-2017 22:09,9,, ---,, ---,,,['CONCURRENCY']
1404986,enhancement,remov lock sourcemediastream,Core,WebRTC: Audio/Video,nobody,NEW, ---,,padenot,Jan-Ivar Bruaroey [:jib] (needinfo? me),Trunk, ---,02-10-2017 09:05,normal,04-10-2017 09:06,,1,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1407137,enhancement,mozilla atom order atom order delet,Core,MFBT,jwalden,RESOLVED,FIXED,,jwalden,Nathan Froyd [:froydnj],unspecified, ---,09-10-2017 23:17,normal,11-10-2017 15:02,11-10-2017 22:02,4,, ---,, ---,,,"['CONCURRENCY', 'POLISH']"
1404987,enhancement,remov lock msg control messag queue swap,Core,Audio/Video: MediaStreamGraph,nobody,NEW, ---,,padenot,Paul Adenot (:padenot),Trunk, ---,02-10-2017 09:05,normal,04-10-2017 08:56,,1,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1409196,defect,clang error address argument atom oper must pointer type invalid,Core,JavaScript Engine: JIT,lhansen,RESOLVED,FIXED,,jbeich,Steven DeTar [:sdetar],Trunk, ---,16-10-2017 15:19,normal,23-10-2017 07:22,22-10-2017 09:47,33,regression, ---,, ---,,,['CONCURRENCY']
1404988,enhancement,find instanc lock media,Core,Audio/Video: MediaStreamGraph,nobody,NEW, ---,,padenot,Paul Adenot (:padenot),Trunk, ---,02-10-2017 09:05,normal,04-10-2017 09:06,,1,, ---,, ---,,,['CONCURRENCY']
1404794,enhancement,youtub video paus pc lock,Core,Audio/Video: Playback,nobody,RESOLVED,INVALID,,rexax007,Bryce Seager van Dyk (:bryce),57 Branch, ---,02-10-2017 00:08,normal,12-12-2017 00:47,09-10-2017 03:55,3,, ---,, ---,,,['CONCURRENCY']
1411469,enhancement,static static atom,Core,XPCOM,n.nethercote,RESOLVED,FIXED,,n.nethercote,Nathan Froyd [:froydnj],Trunk, ---,24-10-2017 17:57,normal,02-04-2019 13:28,26-03-2018 21:43,42,, ---,, ---,,,['CONCURRENCY']
1408081,enhancement,implement static analysi lock invers,Firefox Build System,Source Code Analysis,nobody,NEW, ---,,sphink,Andi-Bogdan Postelnicu [:andi],unspecified, ---,12-10-2017 10:08,normal,02-03-2018 12:28,,7,, ---,, ---,,,['CONCURRENCY']
1405671,enhancement,remov search servic synchron initi code path,Firefox,Search,nobody,RESOLVED,DUPLICATE,,florian,Dale Harvey (:daleharvey),Trunk, ---,04-10-2017 06:57,normal,05-04-2019 09:33,05-04-2019 16:33,3,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1404968,enhancement,remov audiounit lock input buffer use queue cubeb,Core,Audio/Video: cubeb,nobody,NEW, ---,,padenot,Paul Adenot (:padenot),Trunk, ---,02-10-2017 09:04,normal,06-10-2017 04:07,,3,, ---,, ---,,,"['CLEAN', 'CONCURRENCY', 'CRASH', 'PERFORMANCE', 'USABILITY']"
1405988,defect,synchron folder onedr web site odpen url pass onedr client corrupt wrong accent charact display onedr client,Firefox,File Handling,nobody,NEW, ---,,desintegr,:Gijs (he/him),57 Branch, ---,05-10-2017 02:01,normal,23-10-2017 07:44,,3,, ---,, ---,,,"['CONCURRENCY', 'NETWORKING', 'SECURITY']"
1404991,enhancement,use atom instead stabl state runnabl,Core,Audio/Video: MediaStreamGraph,nobody,NEW, ---,,padenot,Paul Adenot (:padenot),Trunk, ---,02-10-2017 09:05,normal,04-01-2018 02:26,,2,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1407142,defect,lock invers nurseri,Core,JavaScript: GC,pbone,RESOLVED,FIXED,,pbone,Jon Coppeard (:jonco),55 Branch, ---,09-10-2017 23:49,normal,18-10-2017 01:40,17-10-2017 22:15,24,, ---,, ---,,,['CONCURRENCY']
1406147,defect,misplac permiss doorhang possibl race switch tab,Firefox,Site Permissions,nobody,NEW, ---,,jib,Paul Zühlcke [:pbz],unspecified, ---,05-10-2017 12:20,normal,14-10-2019 07:17,,8,, ---,, ---,,,"['SECURITY', 'CONCURRENCY', 'POLISH']"
1412240,defect,build failur libavutil miss atom definit build clang icecc,Core,Audio/Video: Playback,dholbert,RESOLVED,FIXED,,emilio,Bryce Seager van Dyk (:bryce),unspecified, ---,27-10-2017 02:00,normal,19-12-2017 13:08,04-12-2017 20:35,47,, ---,, ---,,,"['CRASH', 'CONCURRENCY']"
1404983,enhancement,meta use onli one concurr primit msg,Core,WebRTC: Audio/Video,nobody,NEW, ---,,padenot,Jan-Ivar Bruaroey [:jib] (needinfo? me),Trunk, ---,02-10-2017 09:05,normal,04-10-2017 08:55,,1,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1404984,enhancement,remov lock track ad,Core,Audio/Video: MediaStreamGraph,nobody,NEW, ---,,padenot,Paul Adenot (:padenot),Trunk, ---,02-10-2017 09:05,normal,04-10-2017 09:07,,1,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1404985,enhancement,remov lock,Core,WebRTC: Audio/Video,nobody,NEW, ---,,padenot,Jan-Ivar Bruaroey [:jib] (needinfo? me),Trunk, ---,02-10-2017 09:05,normal,04-10-2017 09:06,,2,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1410123,defect,atom bitmap onli updat collect atom zone,Core,JavaScript: GC,jcoppeard,REOPENED, ---,,jcoppeard,Jon Coppeard (:jonco),55 Branch, ---,19-10-2017 08:21,normal,31-10-2018 20:54,25-10-2017 22:38,12,, ---,, ---,,,['CONCURRENCY']
1405553,enhancement,stylo add method set refptr nsiatom atom,Core,CSS Parsing and Computation,nobody,NEW, ---,,xidorn+moz,Sean Voisen (:svoisen),Trunk, ---,03-10-2017 21:13,normal,16-01-2018 15:26,,2,, ---,, ---,,,"['REGRESSION', 'CONCURRENCY']"
1410452,defect,media control doe show lock screen,Firefox for Android,Audio/Video,nobody,NEW, ---,,blakewu0205,Bryce Seager van Dyk (:bryce),Firefox 56, ---,20-10-2017 08:19,normal,05-07-2019 07:36,,4,, ---,, ---,,,['CONCURRENCY']
1408608,defect,intermitt applic time second output assert failur mowningthread destroy lock,Core,Graphics,nobody,NEW, ---,,intermittent-bug-filer,Jessie [:jbonisteel] pls NI,unspecified, ---,13-10-2017 19:16,normal,03-11-2019 22:24,,7,intermittent-failure, ---,, ---,,,"['PERFORMANCE', 'CRASH', 'CONCURRENCY', 'CRASH']"
1410577,enhancement,new tab homepag decid thumbnail mb xml file lock content process solid xslt transform,Firefox,New Tab Page,nobody,NEW, ---,,yoasif,Scott [:thecount] Downe,57 Branch, ---,20-10-2017 19:21,normal,14-12-2019 21:58,,12,, ---,, ---,,,"['REGRESSION', 'POLISH', 'CONCURRENCY', 'CLEAN']"
1408193,enhancement,tend deadlock network schedul chao mode enabl,Core,Networking,nobody,NEW, ---,,kmaglione+bmo,Nhi Nguyen (:nhi),unspecified, ---,12-10-2017 15:43,normal,19-07-2018 12:41,,2,, ---,, ---,,,"['CONCURRENCY', 'NETWORKING']"
1407999,defect,lock homepag pref work firefox,Firefox,Preferences,mstriemer,VERIFIED,FIXED,,mozilla,Jared Wein [:jaws] (please needinfo? me),57 Branch, ---,12-10-2017 06:49,critical,23-10-2017 06:55,17-10-2017 09:52,21,, ---,, ---,,,['CONCURRENCY']
1412839,enhancement,race possibl two user updat bug dbd fail duplic entri key statement insert valu,Bugzilla,Creating/Changing Bugs,create-and-change,NEW, ---,default-qa,aryx.bugmail,,unspecified, ---,30-10-2017 07:10,normal,30-10-2017 07:10,,1,, ---,, ---,,,"['CONCURRENCY', 'CRASH']"
1412268,defect,firefox doe start lock screen enabl sinc bug land,Core,Graphics: Layers,nobody,RESOLVED,WORKSFORME,,hskupin,Jessie [:jbonisteel] pls NI,57 Branch, ---,27-10-2017 04:40,normal,17-11-2017 02:29,16-11-2017 15:41,18,regression, ---,, ---,,,['CONCURRENCY']
1407117,enhancement,simplifi static atom represent,Core,XPCOM,n.nethercote,RESOLVED,FIXED,,n.nethercote,Nathan Froyd [:froydnj],unspecified, ---,09-10-2017 22:38,normal,16-10-2017 02:01,16-10-2017 09:01,20,, ---,, ---,,,['CONCURRENCY']
1405037,defect,export fix place dispatch singl action synchron delet link,Firefox,New Tab Page,edilee,RESOLVED,FIXED,,edilee,Scott [:thecount] Downe,Trunk, ---,02-10-2017 10:26,normal,28-06-2019 14:29,03-10-2017 22:26,8,, ---,, ---,,,"['CONCURRENCY', 'POLISH']"
1411407,enhancement,confirm email return account lock firefox sync,Cloud Services,Server: Firefox Accounts,nobody,RESOLVED,INVALID,,firefox,,unspecified, ---,24-10-2017 13:44,normal,26-10-2017 13:38,26-10-2017 20:00,6,, ---,, ---,,,['CONCURRENCY']
1412717,enhancement,make atom,Core,Memory Allocator,mh+mozilla,RESOLVED,FIXED,,mh+mozilla,Mike Hommey [:glandium],unspecified, ---,29-10-2017 17:30,normal,30-10-2017 16:11,30-10-2017 23:11,5,, ---,, ---,,,['CONCURRENCY']
1410905,defect,deadlock storag hang releas lock,Firefox,Untriaged,nobody,RESOLVED,INVALID,,philipp,"Emma Humphries, Bugmaster ☕️🎸🧞‍♀️✨ (she/they) [:emceeaich] (UTC-8) needinfo? me",56 Branch, ---,23-10-2017 07:18,normal,23-10-2017 10:00,23-10-2017 17:00,3,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1412602,defect,period file updat schedul twice everi day push twice except race,Release Engineering,General,nobody,RESOLVED,FIXED,,philringnalda,Chris AtLee [:catlee],unspecified, ---,28-10-2017 19:43,normal,15-12-2017 05:24,15-12-2017 13:24,7,regression, ---,, ---,,,['CONCURRENCY']
1404896,enhancement,separ pointer lock implement generatemouseenterexit new function,Core,DOM: Events,stone123456,RESOLVED,FIXED,,stone123456,Hsin-Yi Tsai [:hsinyi],unspecified, ---,02-10-2017 06:09,normal,08-10-2017 04:57,08-10-2017 11:57,8,, ---,, ---,,,"['CONCURRENCY', 'REGRESSION']"
1405073,task,make symbol upload synchron,Socorro,Symbols,peterbe,RESOLVED,FIXED,,peterbe,,unspecified, ---,02-10-2017 11:17,normal,09-10-2017 05:18,09-10-2017 12:18,3,, ---,, ---,,,['CONCURRENCY']
1406172,task,investig option concurr file upload,Socorro,Symbols,peterbe,RESOLVED,FIXED,,peterbe,,unspecified, ---,05-10-2017 13:26,normal,10-10-2017 10:27,10-10-2017 17:27,16,, ---,, ---,,,['CONCURRENCY']
1408372,task,process upload file concurr,Socorro,Symbols,peterbe,RESOLVED,FIXED,,peterbe,,unspecified, ---,13-10-2017 05:44,normal,13-10-2017 07:33,13-10-2017 14:33,4,, ---,, ---,,,['CONCURRENCY']
1409445,enhancement,updat builder race push tool,Release Engineering,Release Automation: Other,nobody,RESOLVED,WONTFIX,catlee,bugspam.Callek,Simon Fraser [:sfraser] ⌚️GMT,unspecified, ---,17-10-2017 09:35,normal,01-03-2018 10:14,01-03-2018 18:14,3,, ---,, ---,,,['CONCURRENCY']
1411084,enhancement,use raii mutex lock,Core,Memory Allocator,mh+mozilla,RESOLVED,FIXED,,mh+mozilla,Mike Hommey [:glandium],unspecified, ---,23-10-2017 16:13,normal,24-10-2017 03:01,24-10-2017 10:01,7,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1406943,defect,confirm email wa return account lock,Cloud Services,Server: Firefox Accounts,nobody,RESOLVED,FIXED,,tony.m.harris,,unspecified, ---,09-10-2017 07:51,normal,03-01-2020 00:48,16-10-2017 04:15,5,, ---,, ---,,,['CONCURRENCY']
1409274,enhancement,remov lock sourcebuffertaskqueu,Core,Audio/Video: Playback,alwu,RESOLVED,FIXED,,alwu,Bryce Seager van Dyk (:bryce),Other Branch, ---,17-10-2017 00:11,normal,17-10-2017 15:12,17-10-2017 22:12,7,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1410122,defect,categori lost lightn synchron,Calendar,Lightning Only,nobody,RESOLVED,INVALID,,r.j.baart,,Lightning 5.4, ---,19-10-2017 08:19,normal,26-10-2017 15:04,26-10-2017 22:04,5,, ---,, ---,,,['CONCURRENCY']
1410294,enhancement,clean static atom definit code,Core,XPCOM,n.nethercote,RESOLVED,FIXED,,n.nethercote,Nathan Froyd [:froydnj],Trunk, ---,19-10-2017 20:00,normal,29-10-2017 15:14,23-10-2017 09:42,9,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1396897,defect,gdata provid creat duplic event recur event edit save synchron,Calendar,Provider: GData,philipp,RESOLVED,FIXED,,tobbi.bugs,,Lightning 5.8, ---,05-09-2017 09:19,blocker,13-10-2017 10:16,07-10-2017 07:10,38,, ---,, ---,,,['CONCURRENCY']
1399802,defect,rcwn race onli disk storag use,Core,Networking: Cache,michal.novotny,RESOLVED,FIXED,,michal.novotny,Nhi Nguyen (:nhi),Trunk, ---,14-09-2017 03:06,normal,15-09-2017 05:26,14-09-2017 22:30,7,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE', 'USABILITY']"
1399247,enhancement,omtp hang becaus lock race condit,Core,Graphics,bas,RESOLVED,FIXED,,bas,Jessie [:jbonisteel] pls NI,unspecified, ---,12-09-2017 13:45,normal,13-09-2017 04:45,13-09-2017 11:45,5,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY']"
1400001,enhancement,use awaitingcachecallback decid race instead mcacheasyncopencal,Core,Networking,valentin.gosu,RESOLVED,FIXED,,valentin.gosu,Nhi Nguyen (:nhi),unspecified, ---,14-09-2017 13:00,normal,25-09-2017 16:27,25-09-2017 23:27,7,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1396923,enhancement,race condit faviconfetch,Firefox for iOS,Favicons,fpatel,RESOLVED,FIXED,,eoger,:garvan,unspecified, ---,05-09-2017 10:35,normal,17-09-2017 16:18,07-09-2017 22:05,4,, ---,, ---,,,['CONCURRENCY']
1402939,enhancement,clean arm atom assembl disassembl simul,Core,JavaScript Engine: JIT,lhansen,RESOLVED,FIXED,,lhansen,Steven DeTar [:sdetar],unspecified, ---,25-09-2017 11:37,normal,06-10-2017 13:02,06-10-2017 20:02,16,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1401033,defect,webauth deadlock page refresh dure usb verif,Core,DOM: Device Interfaces,jjones,RESOLVED,DUPLICATE,mwobensmith,mwobensmith,Daosheng Mu[:daoshengmu],57 Branch, ---,18-09-2017 15:10,critical,19-09-2017 02:32,19-09-2017 09:08,4,, ---,, ---,,,['CONCURRENCY']
1400940,defect,deadlock tab switch dure verif process,Core,DOM: Device Interfaces,ttaubert,RESOLVED,FIXED,mwobensmith,mwobensmith,Daosheng Mu[:daoshengmu],57 Branch, ---,18-09-2017 10:49,critical,08-01-2018 09:07,19-09-2017 21:51,7,, ---,, ---,,,"['CONCURRENCY', 'POLISH']"
1404469,defect,thread lock main process open mani pin tab close unpin,Firefox,Tabbed Browser,dao+bmo,VERIFIED,FIXED,,svanderger,Dão Gottwald [::dao],unspecified, ---,29-09-2017 12:15,critical,06-03-2019 08:02,21-02-2018 21:54,29,hang, ---,, ---,,,"['CONCURRENCY', 'POLISH', 'PERFORMANCE']"
1398788,defect,deadlock webrtc call plug uplug earpod plug,Core,WebRTC: Audio/Video,achronop,RESOLVED,FIXED,,achronop,Jan-Ivar Bruaroey [:jib] (needinfo? me),unspecified, ---,11-09-2017 06:48,major,19-09-2017 13:16,15-09-2017 18:30,11,regression, ---,, ---,,,['CONCURRENCY']
1402995,defect,scroll thumb synchron mous,Core,Panning and Zooming,botond,RESOLVED,FIXED,,oriol-bugzilla,Botond Ballo [:botond],55 Branch, ---,25-09-2017 14:55,normal,29-12-2017 07:31,14-10-2017 09:51,22,regression, ---,, ---,,,"['POLISH', 'CONCURRENCY', 'USABILITY']"
1403041,defect,msg reenter libcubeb within result potenti deadlock,Core,Audio/Video: MediaStreamGraph,padenot,RESOLVED,FIXED,,kinetik,Paul Adenot (:padenot),Trunk, ---,25-09-2017 19:23,normal,28-09-2017 17:03,29-09-2017 00:03,11,, ---,, ---,,,['CONCURRENCY']
1403699,enhancement,stylo use singl lock,Core,CSS Parsing and Computation,bwerth,RESOLVED,FIXED,,bholley,Sean Voisen (:svoisen),unspecified, ---,27-09-2017 12:55,normal,09-10-2017 08:19,04-10-2017 22:00,13,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1399740,enhancement,pointer event handl case invok setpointercaptur page ha lock element,Core,DOM: Events,stone123456,RESOLVED,FIXED,,stone123456,Hsin-Yi Tsai [:hsinyi],unspecified, ---,13-09-2017 23:25,normal,04-10-2017 16:41,04-10-2017 23:41,10,, ---,, ---,,,['CONCURRENCY']
1400965,enhancement,stylo run concurr nslookandfeel also call gtk,Core,CSS Parsing and Computation,bwerth,RESOLVED,INVALID,,bholley,Sean Voisen (:svoisen),unspecified, ---,18-09-2017 11:50,normal,18-09-2017 16:31,18-09-2017 23:31,11,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY']"
1401471,enhancement,data race read mchanneloffset outsid cach monitor,Core,Audio/Video: Playback,suro001,RESOLVED,FIXED,,suro001,Bryce Seager van Dyk (:bryce),unspecified, ---,20-09-2017 01:04,normal,07-01-2018 19:55,22-09-2017 21:32,24,, ---,, ---,,,['CONCURRENCY']
1396621,defect,race session id cach quickli reconnect client,NSS,Libraries,nobody,NEW, ---,,kaie,J.C. Jones [:jcj] (he/him) [increased latency due to COVID-19],3.32, ---,04-09-2017 09:03,normal,26-02-2018 01:45,,5,, ---,, ---,,,"['CONCURRENCY', 'NETWORKING']"
1401461,enhancement,data race read mresourc channelmediaresourc,Core,Audio/Video: Playback,suro001,RESOLVED,FIXED,,suro001,Bryce Seager van Dyk (:bryce),unspecified, ---,19-09-2017 23:31,normal,07-01-2018 19:55,22-09-2017 21:32,20,, ---,, ---,,,['CONCURRENCY']
1401379,enhancement,synchron outer window docshel object lifetim,Core,DOM: Core & HTML,nika,RESOLVED,FIXED,,nika,Hsin-Yi Tsai [:hsinyi],unspecified, ---,19-09-2017 15:19,normal,25-09-2019 12:53,01-11-2017 22:04,41,, ---,, ---,,,"['CONCURRENCY', 'USABILITY']"
1398711,enhancement,data race access mclose mediacachestream,Core,Audio/Video: Playback,suro001,RESOLVED,FIXED,,suro001,Bryce Seager van Dyk (:bryce),unspecified, ---,11-09-2017 02:40,normal,07-01-2018 19:55,13-09-2017 11:44,12,, ---,, ---,,,"['CONCURRENCY', 'SECURITY']"
1400819,defect,race marionett client attempt initi connect socket,Testing,Marionette,nobody,RESOLVED,WORKSFORME,,hskupin,Henrik Skupin (:whimboo) [⌚️UTC+2],57 Branch, ---,18-09-2017 03:38,normal,01-11-2018 07:35,01-11-2018 14:35,16,pi-marionette-client, ---,, ---,,,"['CONCURRENCY', 'NETWORKING']"
1398700,enhancement,data race updat mchanneloffset mediacachestream run main thread,Core,Audio/Video: Playback,suro001,RESOLVED,WONTFIX,,suro001,Bryce Seager van Dyk (:bryce),unspecified, ---,11-09-2017 01:52,normal,07-01-2018 19:55,20-09-2017 07:55,3,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1396097,enhancement,add consol warn call synchron layout flush may result fouc,Core,DOM: Core & HTML,bwerth,RESOLVED,DUPLICATE,,ehsan,Hsin-Yi Tsai [:hsinyi],unspecified, ---,01-09-2017 13:55,normal,04-06-2020 09:22,04-06-2020 16:22,11,, ---,, ---,,,"['REGRESSION', 'CONCURRENCY']"
1395855,enhancement,data race access moffset channelmediaresourc,Core,Audio/Video: Playback,suro001,RESOLVED,FIXED,,suro001,Bryce Seager van Dyk (:bryce),unspecified, ---,01-09-2017 01:02,normal,07-01-2018 19:55,13-09-2017 09:46,11,, ---,, ---,,,"['CONCURRENCY', 'SECURITY']"
1401181,defect,pointer lock notif show close tab hover thi notif befor disappear,Firefox,General,nobody,UNCONFIRMED, ---,,dev.lukaszpolowczyk,Justin Dolske [:Dolske],55 Branch, ---,19-09-2017 06:12,normal,25-10-2017 11:01,,5,, ---,, ---,,,"['CONCURRENCY', 'POLISH']"
1400199,defect,updat atom x,Core,JavaScript Engine: JIT,dan,RESOLVED,FIXED,,dan,Steven DeTar [:sdetar],Trunk, ---,15-09-2017 03:21,normal,18-09-2017 16:23,18-09-2017 23:23,12,, ---,, ---,,,['CONCURRENCY']
1395802,enhancement,use lock access channelmediaresourc,Core,Audio/Video: Playback,suro001,RESOLVED,FIXED,,suro001,Bryce Seager van Dyk (:bryce),unspecified, ---,31-08-2017 20:46,normal,07-01-2018 19:55,07-09-2017 10:49,15,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY', 'SECURITY']"
1401846,enhancement,fix race condit tabbrows tabbox constructor,Firefox,Tabbed Browser,nobody,RESOLVED,WORKSFORME,,gandalf,Dão Gottwald [::dao],unspecified, ---,20-09-2017 21:44,normal,13-03-2018 23:34,14-03-2018 06:34,3,, ---,, ---,,,['CONCURRENCY']
1402047,enhancement,separ atom analysi,Core,JavaScript: GC,nobody,NEW, ---,,sphink,Jon Coppeard (:jonco),unspecified, ---,21-09-2017 10:49,normal,02-10-2017 00:16,,3,, ---,, ---,,,['CONCURRENCY']
1404006,enhancement,stylo stop use arc lock propertydeclarationblock,Core,CSS Parsing and Computation,nobody,RESOLVED,INCOMPLETE,,emilio,Sean Voisen (:svoisen),unspecified, ---,28-09-2017 09:54,normal,31-05-2018 09:18,31-05-2018 16:18,8,, ---,, ---,,,"['CRASH', 'PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1396260,defect,intermitt reftest failur due failur expect font wa intermitt race take reftest load woff,Core,CSS Parsing and Computation,jmaher,RESOLVED,FIXED,,intermittent-bug-filer,Sean Voisen (:svoisen),unspecified, ---,02-09-2017 08:18,major,14-04-2018 18:53,14-10-2017 22:06,42,intermittent-failure, ---,, ---,,,"['CRASH', 'CONCURRENCY', 'PERFORMANCE', 'CRASH']"
1397206,defect,intermitt assert failur lock could lock texturecli,Core,Graphics,nobody,NEW, ---,,intermittent-bug-filer,Jessie [:jbonisteel] pls NI,unspecified, ---,06-09-2017 02:22,normal,01-10-2017 18:03,,4,intermittent-failure, ---,, ---,,,"['CRASH', 'CONCURRENCY', 'CRASH']"
1400138,defect,intermitt insert first anim element trigger synchron sampl updat current time expect got,Core,SVG,nobody,RESOLVED,INCOMPLETE,,intermittent-bug-filer,Sean Voisen (:svoisen),unspecified, ---,14-09-2017 21:56,normal,05-03-2019 14:50,05-03-2019 22:50,10,intermittent-failure, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE', 'CRASH']"
1399622,defect,push tri hang lock process,Developer Services,Mercurial: hg.mozilla.org,nobody,RESOLVED,FIXED,,edilee,Connor Sheehan [:sheehan],unspecified, ---,13-09-2017 13:24,normal,13-09-2017 13:45,13-09-2017 20:25,3,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY']"
1398646,defect,dn servic synchron resolut method work main thread,Core,Networking: DNS,kmaglione+bmo,RESOLVED,FIXED,,kmaglione+bmo,Nhi Nguyen (:nhi),unspecified, ---,10-09-2017 19:11,normal,20-09-2017 06:51,20-09-2017 09:55,12,, ---,, ---,,,['CONCURRENCY']
1400190,defect,download file appear ioc prefix directori delet reappear reappear lock pc onli option hard reboot,Core,Networking: File,nobody,RESOLVED,INVALID,,owen.curtis,Nhi Nguyen (:nhi),55 Branch, ---,15-09-2017 02:39,normal,18-10-2017 14:27,18-10-2017 21:27,2,, ---,, ---,,,"['POLISH', 'CONCURRENCY']"
1400228,defect,confirm email sent wa return lock account protect firefox data,Firefox,Untriaged,nobody,RESOLVED,INVALID,,je-pr13,"Emma Humphries, Bugmaster ☕️🎸🧞‍♀️✨ (she/they) [:emceeaich] (UTC-8) needinfo? me",52 Branch, ---,15-09-2017 05:39,normal,02-05-2019 07:01,15-09-2017 17:37,7,, ---,, ---,,,"['CONCURRENCY', 'SECURITY']"
1396726,defect,upgrad firefox manual use linux mint everi time open browser manual synchron mail login,Firefox,Sync,nobody,RESOLVED,DUPLICATE,,mab2010,Mark Hammond [:markh] [:mhammond],55 Branch, ---,04-09-2017 23:40,normal,05-09-2017 01:29,05-09-2017 08:29,2,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1396957,enhancement,synchron cc list secur bug revis subscrib,bugzilla.mozilla.org,Extensions,dkl,RESOLVED,FIXED,,dkl,David Lawrence [:dkl],Production, ---,05-09-2017 12:11,normal,15-10-2019 16:32,13-09-2017 13:18,3,, ---,, ---,,,"['CONCURRENCY', 'SECURITY']"
1397129,task,lock file clear first run occ moonshot vm,Infrastructure & Operations,RelOps: General,mcornmesser,RESOLVED,FIXED,arich,mcornmesser,,unspecified, ---,05-09-2017 22:03,normal,04-12-2017 10:52,04-12-2017 18:52,6,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
